,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-82000000.0,-28000000.0,-275000000.0,-63000000.0
Change To Liabilities,71000000.0,43000000.0,-2000000.0,89000000.0
Total Cashflows From Investing Activities,-2092000000.0,-683000000.0,-833000000.0,-728000000.0
Net Borrowings,-42000000.0,-42000000.0,-42000000.0,-170000000.0
Total Cash From Financing Activities,463000000.0,-157000000.0,-140000000.0,-300000000.0
Change To Operating Activities,-10000000.0,10000000.0,-12000000.0,1000000.0
Issuance Of Stock,784000000.0,784000000.0,784000000.0,784000000.0
Net Income,647000000.0,561000000.0,202000000.0,308000000.0
Change In Cash,-149000000.0,647000000.0,461000000.0,439000000.0
Repurchase Of Stock,-25000000.0,-26000000.0,-11000000.0,-19000000.0
Effect Of Exchange Rate,9000000.0,9000000.0,9000000.0,9000000.0
Total Cash From Operating Activities,1471000000.0,1487000000.0,1434000000.0,1467000000.0
Depreciation,715000000.0,813000000.0,928000000.0,757000000.0
Dividends Paid,-154000000.0,-131000000.0,-105000000.0,-105000000.0
Change To Inventory,-11000000.0,-5000000.0,4000000.0,19000000.0
Change To Account Receivables,-96000000.0,-51000000.0,-17000000.0,33000000.0
Other Cashflows From Financing Activities,-100000000.0,-100000000.0,-24000000.0,-6000000.0
Change To Netincome,155000000.0,116000000.0,331000000.0,260000000.0
Capital Expenditures,-789000000.0,-591000000.0,-599000000.0,-627000000.0
Other Cashflows From Investing Activities,,-66000000.0,-66000000.0,-66000000.0
