,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-87000000.0,252000000.0,-521000000.0,580000000.0
Change To Liabilities,42000000.0,-115000000.0,3000000.0,32000000.0
Total Cashflows From Investing Activities,43000000.0,-62000000.0,-240000000.0,406000000.0
Net Borrowings,-696000000.0,-956000000.0,2153000000.0,609000000.0
Total Cash From Financing Activities,-2257000000.0,-2043000000.0,1257000000.0,-262000000.0
Change To Operating Activities,1258000000.0,142000000.0,-2970000000.0,-1208000000.0
Net Income,913000000.0,175000000.0,1059000000.0,1075000000.0
Change In Cash,88000000.0,-259000000.0,-866000000.0,339000000.0
Effect Of Exchange Rate,-1000000.0,4000000.0,-4000000.0,-4000000.0
Total Cash From Operating Activities,2303000000.0,1842000000.0,-1879000000.0,195000000.0
Depreciation,197000000.0,99000000.0,104000000.0,134000000.0
Other Cashflows From Investing Activities,130000000.0,-314000000.0,281000000.0,-174000000.0
Dividends Paid,-897000000.0,-854000000.0,-865000000.0,-831000000.0
Other Cashflows From Financing Activities,-158000000.0,-25000000.0,-31000000.0,-40000000.0
Change To Netincome,64000000.0,1059000000.0,-27000000.0,151000000.0
