,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-129192000.0,-56766000.0,147989000.0,42649000.0
Total Cashflows From Investing Activities,-393239000.0,-813307000.0,-810997000.0,-267326000.0
Net Borrowings,-494199000.0,61837000.0,-334132000.0,-315875000.0
Total Cash From Financing Activities,131779000.0,-145659000.0,-458324000.0,-423758000.0
Change To Operating Activities,-12195000.0,9757000.0,4802000.0,-4537000.0
Issuance Of Stock,713486000.0,713486000.0,4246000.0,1821000.0
Net Income,-320657000.0,312420000.0,341202000.0,302092000.0
Change In Cash,144610000.0,-204325000.0,-414689000.0,152498000.0
Repurchase Of Stock,-2923000.0,-2923000.0,-8239000.0,-8239000.0
Total Cash From Operating Activities,406070000.0,754641000.0,854632000.0,843582000.0
Depreciation,437062000.0,435455000.0,341637000.0,390684000.0
Other Cashflows From Investing Activities,-1188000.0,-1750000.0,-2167000.0,-2340000.0
Dividends Paid,-68641000.0,-205746000.0,-114273000.0,-99014000.0
Change To Inventory,-23751000.0,-13610000.0,7801000.0,395000.0
Change To Account Receivables,108818000.0,-63677000.0,-80375000.0,-4118000.0
Other Cashflows From Financing Activities,-15944000.0,-1750000.0,-5926000.0,-10690000.0
Change To Netincome,412362000.0,13887000.0,12490000.0,38075000.0
Capital Expenditures,-392051000.0,-811557000.0,-808830000.0,-264986000.0
