,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-33800000.0,-229200000.0,-183100000.0,-51800000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-356600000.0,812100000.0,-1715100000.0,-406100000.0
Net Borrowings,2991000000.0,-564800000.0,1652700000.0,353300000.0
Total Cash From Financing Activities,-201900000.0,-2065700000.0,445700000.0,-802300000.0
Change To Operating Activities,36400000.0,73200000.0,64700000.0,22600000.0
Net Income,-3731800000.0,1179500000.0,2287200000.0,4217900000.0
Change In Cash,125100000.0,46900000.0,32100000.0,15000000.0
Repurchase Of Stock,-174900000.0,-303600000.0,-30100000.0,-30100000.0
Effect Of Exchange Rate,-1000000.0,-1000000.0,2200000.0,-1700000.0
Total Cash From Operating Activities,684600000.0,1300500000.0,1299300000.0,1225100000.0
Depreciation,13700000.0,6800000.0,6800000.0,6800000.0
Other Cashflows From Investing Activities,-9100000.0,-52700000.0,-29500000.0,-15100000.0
Dividends Paid,-591000000.0,-1187100000.0,-1165100000.0,-1142500000.0
Other Cashflows From Financing Activities,-2427000000.0,-10200000.0,-11800000.0,-13100000.0
Change To Netincome,4366300000.0,41000000.0,-1052600000.0,-3015400000.0
Capital Expenditures,-296000000.0,-358100000.0,-776100000.0,-20600000.0
