,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Change To Liabilities,-20374000.0,8321000.0,8604000.0,-3501000.0
Total Cashflows From Investing Activities,-197970000.0,-139524000.0,-140471000.0,-89709000.0
Net Borrowings,549937000.0,-13417000.0,452430000.0,-7699000.0
Total Cash From Financing Activities,544464000.0,-51670000.0,143571000.0,21647000.0
Change To Operating Activities,38457000.0,5235000.0,7756000.0,-85000.0
Issuance Of Stock,31878000.0,12433000.0,14770000.0,2346000.0
Net Income,19774000.0,3336000.0,-27143000.0,-24914000.0
Change In Cash,549822000.0,-13500000.0,100572000.0,-6744000.0
Effect Of Exchange Rate,-15311000.0,11065000.0,-16754000.0,122000.0
Total Cash From Operating Activities,218639000.0,166629000.0,114226000.0,61196000.0
Depreciation,27033000.0,24672000.0,19094000.0,16556000.0
Other Cashflows From Investing Activities,-230000.0,-674000.0,1262000.0,-507000.0
Change To Account Receivables,-34053000.0,-5833000.0,-14111000.0,168000.0
Other Cashflows From Financing Activities,-37351000.0,-50686000.0,-323629000.0,27000000.0
Change To Netincome,66083000.0,32765000.0,48224000.0,19771000.0
Capital Expenditures,-10561000.0,-13872000.0,-15727000.0,-15329000.0
