,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,7402000.0,-54084000.0,-5642000.0,-13979000.0
Change To Liabilities,-274000.0,-287000.0,-111000.0,30000.0
Total Cashflows From Investing Activities,1306000.0,-47275000.0,-6204000.0,-14915000.0
Total Cash From Financing Activities,-118639000.0,-133162999.0,-113618000.0,-112212000.0
Change To Operating Activities,22000.0,-172000.0,-172000.0,-172000.0
Net Income,116957000.0,147652000.0,130007000.0,122377000.0
Change In Cash,3763000.0,-21509000.0,13439000.0,-5027000.0
Total Cash From Operating Activities,121096000.0,158929000.0,133261000.0,122100000.0
Depreciation,37000.0,35000.0,34000.0,28000.0
Dividends Paid,-118607000.0,-117742009.0,-113590000.0,-112187000.0
Change To Account Receivables,3522000.0,10176000.0,-925000.0,-1296000.0
Other Cashflows From Financing Activities,-32000.0,-90000.0,-28000.0,-25000.0
Change To Netincome,79000.0,1120000.0,2788000.0,479000.0
Capital Expenditures,-5377000.0,-2000.0,-25000.0,-17000.0
