,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-83000000.0,-19200000.0,-1900000.0,32900000.0
Total Cashflows From Investing Activities,-39500000.0,-36600000.0,-29100000.0,-18300000.0
Net Borrowings,-65400000.0,-27800000.0,500000.0,125300000.0
Total Cash From Financing Activities,3534500000.0,721800000.0,34800000.0,1692100000.0
Change To Operating Activities,-3658700000.0,-1266500000.0,-461000000.0,-2242400000.0
Issuance Of Stock,295900000.0,1200000.0,57200000.0,66600000.0
Net Income,192800000.0,376800000.0,434500000.0,429600000.0
Change In Cash,259500000.0,-145900000.0,121900000.0,-46200000.0
Total Cash From Operating Activities,-3235500000.0,-831100000.0,116200000.0,-1720000000.0
Depreciation,75400000.0,22700000.0,28600000.0,39500000.0
Dividends Paid,-277400000.0,-288700000.0,-251800000.0,-217200000.0
Other Cashflows From Financing Activities,3581400000.0,1037100000.0,228900000.0,1717400000.0
Change To Netincome,213300000.0,66400000.0,58000000.0,-13400000.0
Capital Expenditures,-27000000.0,-12600000.0,-15400000.0,-11600000.0
Investments,,1700000.0,1900000.0,-3800000.0
