,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Change To Liabilities,61000.0,-3374000.0,2949000.0,5857000.0
Total Cashflows From Investing Activities,81084000.0,271651000.0,-739156000.0,-198539000.0
Total Cash From Financing Activities,-250534000.0,-429600000.0,425655000.0,82992000.0
Net Income,88641000.0,81083000.0,88024000.0,128133000.0
Change In Cash,16304000.0,82701000.0,-106151000.0,91400000.0
Total Cash From Operating Activities,185754000.0,240650000.0,207350000.0,206947000.0
Depreciation,129000.0,62000.0,71000.0,49000.0
Other Cashflows From Investing Activities,81790000.0,271651000.0,-241285000.0,-198539000.0
Change To Account Receivables,-1225000.0,4315000.0,864000.0,-173000.0
Other Cashflows From Financing Activities,-118917000.0,-120315000.0,-115850000.0,-103886000.0
Change To Netincome,98148000.0,158564000.0,115442000.0,73081000.0
Capital Expenditures,-706000.0,-706000.0,-31000.0,-31000.0
Net Borrowings,,-205000000.0,205000000.0,205000000.0
Investments,,,-497840000.0,-497840000.0
