,2020-04-30,2019-04-30,2018-04-30,2017-04-30
Change To Liabilities,105300000.0,55100000.0,93300000.0,84000000.0
Total Cashflows From Investing Activities,-36400000.0,-47900000.0,-43800000.0,-198600000.0
Net Borrowings,-120400000.0,63500000.0,-62500000.0,-127300000.0
Total Cash From Financing Activities,51400000.0,-215600000.0,-167800000.0,-35900000.0
Issuance Of Stock,300000000.0,300000000.0,300000000.0,94100000.0
Net Income,-56800000.0,192800000.0,-148200000.0,171900000.0
Change In Cash,132500000.0,-18600000.0,64700000.0,70100000.0
Repurchase Of Stock,-3300000.0,-150300000.0,-150300000.0,-150300000.0
Total Cash From Operating Activities,117500000.0,244900000.0,276300000.0,304600000.0
Depreciation,134200000.0,34000000.0,36100000.0,45400000.0
Other Cashflows From Investing Activities,45200000.0,45200000.0,45200000.0,45200000.0
Dividends Paid,-118200000.0,-127400000.0,-102400000.0,-102400000.0
Change To Inventory,-255800000.0,-47700000.0,-45700000.0,-5200000.0
Change To Account Receivables,-117900000.0,-36000000.0,-64700000.0,-61900000.0
Other Cashflows From Financing Activities,-6700000.0,-1400000.0,-2900000.0,-2700000.0
Change To Netincome,298000000.0,17300000.0,377100000.0,53200000.0
Capital Expenditures,-61500000.0,-54200000.0,-34700000.0,-44400000.0
Change To Operating Activities,,,,-2600000.0
