,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-168324000.0,-108278000.0,-24232000.0,-126084000.0
Net Borrowings,66721000.0,34750000.0,-60118000.0,36177000.0
Total Cash From Financing Activities,132599000.0,87126000.0,15564000.0,89012000.0
Change To Operating Activities,6065000.0,6665000.0,9412000.0,4298000.0
Net Income,26408000.0,24280000.0,25722000.0,11518000.0
Change In Cash,-5412000.0,-60000.0,566000.0,-22999000.0
Effect Of Exchange Rate,56000.0,64000.0,200000.0,-167000.0
Total Cash From Operating Activities,30257000.0,21028000.0,9034000.0,14240000.0
Depreciation,455000.0,360000.0,322000.0,211000.0
Dividends Paid,-17951000.0,-12513000.0,-10105000.0,-5885000.0
Change To Inventory,-3932000.0,-4457000.0,-11750000.0,-1923000.0
Change To Account Receivables,1089000.0,784000.0,-2599000.0,5237000.0
Other Cashflows From Financing Activities,-4215000.0,-2810000.0,-6181000.0,-2987000.0
Change To Netincome,-1136000.0,-7443000.0,-12766000.0,-5470000.0
Capital Expenditures,-1301000.0,-1729000.0,-446000.0,-57000.0
Other Cashflows From Investing Activities,,-965000.0,168000.0,-673000.0
Investments,,,-209000.0,5811000.0
