,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Investments,-154000000.0,-40000000.0,-16000000.0,-74000000.0
Change To Liabilities,70000000.0,68000000.0,-50000000.0,-73300000.0
Total Cashflows From Investing Activities,-578000000.0,-1000000.0,148000000.0,-707800000.0
Net Borrowings,191000000.0,141000000.0,-263000000.0,560600000.0
Total Cash From Financing Activities,-183000000.0,-214000000.0,-599000000.0,279900000.0
Change To Operating Activities,4000000.0,-9000000.0,-1000000.0,-11400000.0
Net Income,1164000000.0,1033000000.0,610000000.0,447300000.0
Change In Cash,-248000000.0,294000000.0,-38000000.0,-28600000.0
Total Cash From Operating Activities,513000000.0,509000000.0,413000000.0,399300000.0
Depreciation,19000000.0,27000000.0,11000000.0,10400000.0
Dividends Paid,-374000000.0,-355000000.0,-336000000.0,-280200000.0
Change To Inventory,-105000000.0,-37000000.0,-20000000.0,-33100000.0
Change To Account Receivables,-47000000.0,-40000000.0,-4000000.0,53700000.0
Change To Netincome,-548000000.0,-584000000.0,-166000000.0,-26300000.0
Capital Expenditures,-14000000.0,-16000000.0,-13000000.0,-3700000.0
Other Cashflows From Financing Activities,,,,-500000.0
