,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Investments,6000000.0,-60000000.0,-15000000.0,-9000000.0
Change To Liabilities,-130000000.0,89000000.0,68000000.0,48000000.0
Total Cashflows From Investing Activities,-772000000.0,-2444000000.0,-6692000000.0,-903000000.0
Net Borrowings,985000000.0,495000000.0,4201000000.0,736000000.0
Total Cash From Financing Activities,94000000.0,1113000000.0,4727000000.0,3004000000.0
Change To Operating Activities,86000000.0,137000000.0,17000000.0,30000000.0
Net Income,239000000.0,99000000.0,-182000000.0,282000000.0
Change In Cash,154000000.0,-415000000.0,-1630000000.0,2620000000.0
Effect Of Exchange Rate,-5000000.0,6000000.0,31000000.0,-2000000.0
Total Cash From Operating Activities,837000000.0,910000000.0,304000000.0,521000000.0
Depreciation,628000000.0,584000000.0,551000000.0,330000000.0
Dividends Paid,-801000000.0,-689000000.0,-570000000.0,-419000000.0
Change To Account Receivables,-17000000.0,5000000.0,1000000.0,6000000.0
Other Cashflows From Financing Activities,-90000000.0,301000000.0,1096000000.0,-9000000.0
Change To Netincome,23000000.0,-23000000.0,-154000000.0,-183000000.0
Capital Expenditures,-131000000.0,-78000000.0,-77000000.0,-73000000.0
