,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Change To Liabilities,-1265000.0,8009000.0,135000.0,1576000.0
Total Cashflows From Investing Activities,320000.0,-84766000.0,-300000.0,-2532000.0
Net Borrowings,-58677000.0,55654000.0,55654000.0,55654000.0
Total Cash From Financing Activities,-59583000.0,54967000.0,54967000.0,24599000.0
Change To Operating Activities,1386000.0,-6058000.0,-988000.0,457000.0
Net Income,31182000.0,16001000.0,18827000.0,-23267000.0
Change In Cash,-2360000.0,-6723000.0,-3960000.0,4480000.0
Effect Of Exchange Rate,-699000.0,-445000.0,-903000.0,-451000.0
Total Cash From Operating Activities,57602000.0,23521000.0,-2757000.0,-17136000.0
Depreciation,3936000.0,2842000.0,1406000.0,1417000.0
Other Cashflows From Investing Activities,606000.0,606000.0,94000.0,169000.0
Change To Account Receivables,-3181000.0,-3993000.0,-4527000.0,-2819000.0
Other Cashflows From Financing Activities,-906000.0,-687000.0,-687000.0,-687000.0
Change To Netincome,21917000.0,3716000.0,-19520000.0,2242000.0
Capital Expenditures,-386000.0,-385000.0,-345000.0,-792000.0
Issuance Of Stock,,,,24599000.0
