,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,20811000.0,28732000.0,24296000.0,43255000.0
Total Cashflows From Investing Activities,-48061000.0,25109000.0,-2029000.0,-3357000.0
Net Borrowings,-13061000.0,18426000.0,15000000.0,-20000000.0
Total Cash From Financing Activities,-3522000.0,-20678000.0,-12780000.0,-45443000.0
Change To Operating Activities,4494000.0,2277000.0,1508000.0,1248000.0
Issuance Of Stock,63618000.0,63618000.0,63618000.0,63618000.0
Net Income,57182000.0,54311000.0,32467000.0,26942000.0
Change In Cash,7795000.0,15960000.0,-2781000.0,-8065000.0
Total Cash From Operating Activities,59378000.0,11529000.0,12028000.0,40735000.0
Depreciation,3300000.0,4574000.0,2533000.0,2486000.0
Dividends Paid,-53889000.0,-30907000.0,-27780000.0,-25443000.0
Change To Inventory,7187000.0,-14944000.0,-16924000.0,18460000.0
Change To Account Receivables,-32886000.0,-57389000.0,-31730000.0,-44323000.0
Other Cashflows From Financing Activities,-190000.0,-120000.0,-120000.0,-120000.0
Change To Netincome,50000.0,-13518000.0,-9000.0,130000.0
Capital Expenditures,-48122000.0,-10136000.0,-2019000.0,-3259000.0
Other Cashflows From Investing Activities,,-753000.0,-753000.0,-753000.0
