,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,29603000.0,37734000.0,16483000.0,36592000.0
Total Cashflows From Investing Activities,-244344000.0,-187290000.0,-117630000.0,-104782000.0
Net Borrowings,-13894000.0,-1052000.0,-1505000.0,-1486000.0
Total Cash From Financing Activities,-94938000.0,-80616000.0,-80407000.0,-81407000.0
Change To Operating Activities,4602000.0,-1345000.0,-554000.0,-1365000.0
Issuance Of Stock,279000.0,1697000.0,1810000.0,175000.0
Net Income,199517000.0,163150000.0,174231000.0,138163000.0
Change In Cash,3731000.0,7579000.0,61690000.0,19893000.0
Total Cash From Operating Activities,343013000.0,275485000.0,259727000.0,206082000.0
Depreciation,123553000.0,82314000.0,65994000.0,61559000.0
Dividends Paid,-81309000.0,-81196000.0,-80659000.0,-80077000.0
Change To Inventory,3409000.0,3329000.0,-13476000.0,-18669000.0
Change To Account Receivables,-751000.0,-774000.0,3820000.0,-2535000.0
Other Cashflows From Financing Activities,-14000.0,-65000.0,-53000.0,-19000.0
Change To Netincome,-12166000.0,-6905000.0,1180000.0,-355000.0
Capital Expenditures,-244365000.0,-187398000.0,-115914000.0,-108136000.0
Investments,,77000.0,-82000.0,4154000.0
Other Cashflows From Investing Activities,,,-144000.0,-144000.0
