,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,2198000000.0,231000000.0,231000000.0,-2000000.0
Change To Liabilities,121000000.0,603000000.0,340000000.0,204000000.0
Total Cashflows From Investing Activities,642000000.0,245000000.0,-658000000.0,-53000000.0
Net Borrowings,-1336000000.0,836000000.0,-1217000000.0,-1774000000.0
Total Cash From Financing Activities,-3070000000.0,-2851000000.0,-3752000000.0,-3771000000.0
Change To Operating Activities,217000000.0,13000000.0,82000000.0,-104000000.0
Net Income,1697000000.0,5510000000.0,1197000000.0,2873000000.0
Change In Cash,2118000000.0,112000000.0,-330000000.0,402000000.0
Total Cash From Operating Activities,4546000000.0,2718000000.0,4080000000.0,4226000000.0
Depreciation,1476000000.0,537000000.0,1052000000.0,1126000000.0
Dividends Paid,-1734000000.0,-2494000000.0,-2528000000.0,-1998000000.0
Change To Inventory,443000000.0,-557000000.0,-54000000.0,-296000000.0
Change To Account Receivables,-34000000.0,109000000.0,-215000000.0,87000000.0
Change To Netincome,398000000.0,-3426000000.0,1502000000.0,-106000000.0
Capital Expenditures,-749000000.0,-1298000000.0,-1582000000.0,-1559000000.0
Other Cashflows From Financing Activities,,-59000000.0,-7000000.0,-7000000.0
Issuance Of Stock,,,,1000000.0
