,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,2600000.0,1200000.0,-800000.0,2600000.0
Change To Liabilities,-36600000.0,-1200000.0,57200000.0,10700000.0
Total Cashflows From Investing Activities,-124700000.0,-166300000.0,-166100000.0,-17100000.0
Net Borrowings,-308600000.0,306700000.0,29600000.0,-39400000.0
Total Cash From Financing Activities,-379900000.0,172700000.0,-93000000.0,-227000000.0
Net Income,172600000.0,127800000.0,152600000.0,51800000.0
Change In Cash,-255300000.0,275700000.0,-39000000.0,-61700000.0
Effect Of Exchange Rate,-20700000.0,10300000.0,1300000.0,-3400000.0
Total Cash From Operating Activities,270000000.0,259000000.0,218800000.0,185800000.0
Depreciation,128600000.0,130500000.0,74800000.0,70600000.0
Other Cashflows From Investing Activities,3400000.0,5500000.0,700000.0,6000000.0
Dividends Paid,-71300000.0,-112000000.0,-98000000.0,-80800000.0
Change To Inventory,4700000.0,-2700000.0,-20000000.0,-2300000.0
Change To Account Receivables,-12800000.0,-2200000.0,-48400000.0,-27200000.0
Change To Netincome,2900000.0,26700000.0,-5300000.0,82800000.0
Capital Expenditures,-81100000.0,-121100000.0,-108900000.0,-73400000.0
Repurchase Of Stock,,-22000000.0,-24600000.0,-106800000.0
