,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Investments,-685000000.0,-591000000.0,474000000.0,-412000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-737000000.0,3952000000.0,329000000.0,-551000000.0
Net Borrowings,-2788000000.0,-429000000.0,524000000.0,2208000000.0
Total Cash From Financing Activities,666000000.0,2295000000.0,1572000000.0,2784000000.0
Change To Operating Activities,-1895000000.0,-2933000000.0,-2502000000.0,-2154000000.0
Net Income,-220000000.0,-253000000.0,-181000000.0,146000000.0
Change In Cash,-1317000000.0,3797000000.0,-410000000.0,1002000000.0
Total Cash From Operating Activities,-1246000000.0,-2450000000.0,-2311000000.0,-1231000000.0
Depreciation,47000000.0,26000000.0,18000000.0,22000000.0
Other Cashflows From Investing Activities,35000000.0,27000000.0,12000000.0,11000000.0
Dividends Paid,-79000000.0,-86000000.0,-38000000.0,-29000000.0
Other Cashflows From Financing Activities,3533000000.0,2563000000.0,1086000000.0,605000000.0
Change To Netincome,751000000.0,445000000.0,148000000.0,173000000.0
Capital Expenditures,-14000000.0,-20000000.0,-22000000.0,-21000000.0
Issuance Of Stock,,247000000.0,247000000.0,247000000.0
