,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,3900000.0,-943100000.0,-64000000.0,337900000.0
Change To Liabilities,-1300000.0,51200000.0,5700000.0,21900000.0
Total Cashflows From Investing Activities,-822300000.0,-830200000.0,-429600000.0,121900000.0
Net Borrowings,433000000.0,856000000.0,351700000.0,-124200000.0
Total Cash From Financing Activities,439100000.0,1027000000.0,220100000.0,-312800000.0
Change To Operating Activities,208400000.0,-108900000.0,129800000.0,7700000.0
Issuance Of Stock,294100000.0,396800000.0,396800000.0,396800000.0
Net Income,-49200000.0,241200000.0,-19500000.0,71400000.0
Change In Cash,-596500000.0,316000000.0,33800000.0,111700000.0
Effect Of Exchange Rate,36900000.0,-10400000.0,-4000000.0,6800000.0
Total Cash From Operating Activities,91400000.0,100000000.0,276900000.0,295800000.0
Depreciation,127200000.0,157300000.0,188200000.0,147800000.0
Other Cashflows From Investing Activities,-91800000.0,8900000.0,-2700000.0,9700000.0
Dividends Paid,-117700000.0,-113700000.0,-95100000.0,-89600000.0
Change To Account Receivables,-64500000.0,24700000.0,-83400000.0,-25800000.0
Other Cashflows From Financing Activities,-170300000.0,-108400000.0,-36500000.0,-98200000.0
Change To Netincome,-93100000.0,-250800000.0,78600000.0,82600000.0
Capital Expenditures,-459800000.0,-467700000.0,-258200000.0,-233600000.0
Repurchase Of Stock,,-3700000.0,-3700000.0,-800000.0
Change To Inventory,,1200000.0,200000.0,-1500000.0
