,2020-06-28,2019-06-30,2018-06-24,2017-06-25
Change To Liabilities,514000000.0,191000000.0,227000000.0,445000000.0
Total Cashflows From Investing Activities,-1945000000.0,-246000000.0,-1510000000.0,-1431000000.0
Net Borrowings,-311000000.0,162000000.0,-280000000.0,-1222000000.0
Total Cash From Financing Activities,-1612000000.0,-2917000000.0,-1124000000.0,-1729000000.0
Change To Operating Activities,386000000.0,-171000000.0,38000000.0,-688000000.0
Net Income,1165000000.0,2692000000.0,1724000000.0,1534000000.0
Change In Cash,1002000000.0,-211000000.0,360000000.0,-39000000.0
Repurchase Of Stock,-102000000.0,-1761000000.0,-64000000.0,-64000000.0
Effect Of Exchange Rate,-2000000.0,4000000.0,4000000.0,-1000000.0
Total Cash From Operating Activities,4561000000.0,2948000000.0,2994000000.0,3122000000.0
Depreciation,2167000000.0,996000000.0,1103000000.0,1038000000.0
Dividends Paid,-1133000000.0,-1136000000.0,-724000000.0,-541000000.0
Change To Inventory,-152000000.0,-34000000.0,-60000000.0,305000000.0
Change To Account Receivables,-37000000.0,-108000000.0,-142000000.0,3000000.0
Other Cashflows From Financing Activities,-66000000.0,-51000000.0,-56000000.0,-22000000.0
Change To Netincome,179000000.0,-817000000.0,76000000.0,440000000.0
Capital Expenditures,-2149000000.0,-1991000000.0,-1848000000.0,-1910000000.0
Other Cashflows From Investing Activities,,1648000000.0,4000000.0,4000000.0
Issuance Of Stock,,,,56000000.0
