,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,5900000.0,-110198000.0,-33783000.0,9774000.0
Change To Liabilities,-1260000.0,-301000.0,6154000.0,-551000.0
Total Cashflows From Investing Activities,8117000.0,-105709000.0,-29095000.0,-22321000.0
Net Borrowings,-1855000.0,-1855000.0,-1855000.0,-1855000.0
Total Cash From Financing Activities,-158882000.0,-112931000.0,-116567000.0,-107834000.0
Change To Operating Activities,-74000.0,814000.0,137000.0,231000.0
Net Income,155611000.0,157651000.0,189221000.0,186026000.0
Change In Cash,-7614000.0,-50852000.0,9536000.0,35184000.0
Effect Of Exchange Rate,462000.0,1453000.0,652000.0,-47000.0
Total Cash From Operating Activities,142689000.0,166335000.0,154546000.0,165386000.0
Depreciation,3036000.0,367000.0,400000.0,467000.0
Other Cashflows From Investing Activities,4478000.0,5856000.0,5569000.0,5154000.0
Dividends Paid,-157027000.0,-169130000.0,-181240000.0,-181592000.0
Change To Account Receivables,-7617000.0,4667000.0,-377000.0,-455000.0
Change To Netincome,-13510000.0,-2315000.0,-30223000.0,-17860000.0
Capital Expenditures,-2208000.0,-1132000.0,-311000.0,-235000.0
Other Cashflows From Financing Activities,,56199000.0,64673000.0,73758000.0
