,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,4000000.0,-50000000.0,-138000000.0,7000000.0
Change To Liabilities,-31000000.0,-17000000.0,-7000000.0,32000000.0
Total Cashflows From Investing Activities,-198000000.0,63000000.0,-260000000.0,-90000000.0
Net Borrowings,41000000.0,-127000000.0,182000000.0,-45000000.0
Total Cash From Financing Activities,-173000000.0,-335000000.0,-141000000.0,-298000000.0
Net Income,207000000.0,357000000.0,234000000.0,184000000.0
Change In Cash,-15000000.0,89000000.0,-25000000.0,-16000000.0
Total Cash From Operating Activities,356000000.0,326000000.0,376000000.0,372000000.0
Depreciation,188000000.0,182000000.0,185000000.0,177000000.0
Other Cashflows From Investing Activities,21000000.0,-35000000.0,-35000000.0,-35000000.0
Dividends Paid,-214000000.0,-208000000.0,-204000000.0,-198000000.0
Change To Inventory,1000000.0,4000000.0,-1000000.0,3000000.0
Change To Account Receivables,-15000000.0,-26000000.0,12000000.0,-42000000.0
Change To Netincome,-34000000.0,-194000000.0,-57000000.0,-20000000.0
Capital Expenditures,-195000000.0,-93000000.0,-94000000.0,-103000000.0
Repurchase Of Stock,,,-50000000.0,-50000000.0
