,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-24000000.0,-49000000.0,-2000000.0,-16000000.0
Change To Liabilities,-2162000000.0,770000000.0,1029000000.0,508000000.0
Total Cashflows From Investing Activities,-1571000000.0,-1563000000.0,-2201000000.0,-2046000000.0
Net Borrowings,1163000000.0,-52000000.0,-134000000.0,-34000000.0
Total Cash From Financing Activities,1853000000.0,-1150000000.0,-1296000000.0,-854000000.0
Change To Operating Activities,720000000.0,-116000000.0,-76000000.0,-80000000.0
Issuance Of Stock,1342000000.0,1342000000.0,1342000000.0,1342000000.0
Net Income,-1964000000.0,840000000.0,953000000.0,852000000.0
Change In Cash,1363000000.0,463000000.0,-81000000.0,-205000000.0
Repurchase Of Stock,-448000000.0,-735000000.0,-913000000.0,-564000000.0
Effect Of Exchange Rate,-2000000.0,12000000.0,3000000.0,-9000000.0
Total Cash From Operating Activities,1083000000.0,3164000000.0,3413000000.0,2704000000.0
Depreciation,1848000000.0,1832000000.0,1401000000.0,1277000000.0
Dividends Paid,-204000000.0,-363000000.0,-249000000.0,-261000000.0
Change To Inventory,-24000000.0,-55000000.0,-66000000.0,-29000000.0
Change To Account Receivables,531000000.0,-177000000.0,-51000000.0,-3000000.0
Change To Netincome,1922000000.0,-108000000.0,80000000.0,55000000.0
Capital Expenditures,-1597000000.0,-1986000000.0,-2003000000.0,-1413000000.0
Other Cashflows From Investing Activities,,,-230000000.0,-651000000.0
Other Cashflows From Financing Activities,,,,5000000.0
