,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-26975000.0,53751000.0,12840000.0,973000.0
Net Borrowings,90514000.0,-44877000.0,-13551000.0,-1193000.0
Total Cash From Financing Activities,-36421000.0,-160249000.0,-126997000.0,-111234000.0
Change To Operating Activities,-2721000.0,1542000.0,-198000.0,-448000.0
Net Income,210642000.0,169377000.0,183093000.0,223795000.0
Change In Cash,46278000.0,3681000.0,-1381000.0,1582000.0
Total Cash From Operating Activities,109674000.0,110179000.0,112776000.0,111843000.0
Other Cashflows From Investing Activities,2700000.0,2700000.0,2700000.0,2700000.0
Dividends Paid,-126935000.0,-115372000.0,-113446000.0,-110041000.0
Change To Account Receivables,1188000.0,-2630000.0,-231000.0,-163000.0
Change To Netincome,-99435000.0,-58110000.0,-69888000.0,-111341000.0
