,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,24800000.0,24800000.0,-115353000.0,-115353000.0
Change To Liabilities,-1687900000.0,976200000.0,129209000.0,689284000.0
Total Cashflows From Investing Activities,462600000.0,-139000000.0,-425573000.0,-800348000.0
Net Borrowings,-200800000.0,-179200000.0,86424000.0,158087000.0
Total Cash From Financing Activities,-391800000.0,-679000000.0,-222933000.0,-135020000.0
Change To Operating Activities,338700000.0,5100000.0,-81164000.0,-20827000.0
Net Income,-484900000.0,382800000.0,560416000.0,619085000.0
Change In Cash,332600000.0,28900000.0,-38379000.0,-200336000.0
Effect Of Exchange Rate,-5800000.0,2600000.0,13623000.0,13623000.0
Total Cash From Operating Activities,267600000.0,844300000.0,596504000.0,735032000.0
Depreciation,402100000.0,364100000.0,236089000.0,211040000.0
Other Cashflows From Investing Activities,-26800000.0,-26800000.0,-26800000.0,-26800000.0
Dividends Paid,-189800000.0,-239000000.0,-307757000.0,-292107000.0
Change To Inventory,775900000.0,-493400000.0,78790000.0,-575155000.0
Change To Account Receivables,625600000.0,-295900000.0,-258799000.0,-183167000.0
Other Cashflows From Financing Activities,-1200000.0,-600000.0,-1600000.0,-1000000.0
Change To Netincome,302100000.0,-174800000.0,-9693000.0,-10922000.0
Capital Expenditures,-204700000.0,-232300000.0,-292470000.0,-362897000.0
Repurchase Of Stock,,-260200000.0,-260200000.0,-260200000.0
