,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Change To Liabilities,-3829000.0,24826000.0,35167000.0,12832000.0
Total Cashflows From Investing Activities,-45061000.0,-42336000.0,-8943000.0,-7428000.0
Net Borrowings,-4512000.0,-4512000.0,-5000.0,-17000.0
Total Cash From Financing Activities,-38252000.0,-33775000.0,-31988000.0,-28219000.0
Change To Operating Activities,6769000.0,-2886000.0,-1868000.0,-3293000.0
Issuance Of Stock,5248000.0,2075000.0,1019000.0,2168000.0
Net Income,62945000.0,58459000.0,21691000.0,44494000.0
Change In Cash,20198000.0,724000.0,10939000.0,10795000.0
Total Cash From Operating Activities,103511000.0,76835000.0,51870000.0,46442000.0
Depreciation,10042000.0,3952000.0,4257000.0,4199000.0
Dividends Paid,-38988000.0,-29516000.0,-26693000.0,-24105000.0
Change To Account Receivables,14192000.0,-12070000.0,-7781000.0,-16279000.0
Change To Netincome,4796000.0,2379000.0,-441000.0,4451000.0
Capital Expenditures,-1979000.0,-2350000.0,-3388000.0,-6109000.0
