,2020-07-31,2019-07-31,2018-07-31,2017-07-31
Investments,20425000.0,205959000.0,-48215000.0,-3700000.0
Change To Liabilities,191000.0,-421000.0,-1815000.0,26804000.0
Total Cashflows From Investing Activities,-172613000.0,17111000.0,-103730000.0,-66698000.0
Net Borrowings,299126000.0,-6729000.0,12000000.0,13000000.0
Total Cash From Financing Activities,212162000.0,-89103000.0,-65692000.0,-59866000.0
Change To Operating Activities,7661000.0,-1829000.0,2581000.0,-5302000.0
Net Income,298883000.0,154642000.0,175442000.0,186210000.0
Change In Cash,112228000.0,53714000.0,1526000.0,-11142000.0
Effect Of Exchange Rate,-2580000.0,2626000.0,2626000.0,2626000.0
Total Cash From Operating Activities,75259000.0,123080000.0,170948000.0,115422000.0
Depreciation,74896000.0,36648000.0,28168000.0,27851000.0
Dividends Paid,-86964000.0,-82374000.0,-77692000.0,-72866000.0
Change To Inventory,14978000.0,-5246000.0,-7631000.0,-6628000.0
Change To Account Receivables,15206000.0,2858000.0,11347000.0,-26414000.0
Change To Netincome,-354697000.0,-113826000.0,-80336000.0,-127135000.0
Capital Expenditures,-104161000.0,-49099000.0,-43467000.0,-61358000.0
