,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-67000000.0,-59000000.0,121000000.0,14000000.0
Total Cashflows From Investing Activities,-234000000.0,914000000.0,-228000000.0,-607000000.0
Net Borrowings,-159000000.0,-280000000.0,-317000000.0,492000000.0
Total Cash From Financing Activities,-443000000.0,-355000000.0,272000000.0,229000000.0
Change To Operating Activities,31000000.0,-302000000.0,379000000.0,-25000000.0
Net Income,-196000000.0,164000000.0,-190000000.0,94000000.0
Change In Cash,-268000000.0,707000000.0,446000000.0,-137000000.0
Repurchase Of Stock,-147000000.0,-147000000.0,-147000000.0,-3000000.0
Effect Of Exchange Rate,-1000000.0,-5000000.0,6000000.0,-2000000.0
Total Cash From Operating Activities,410000000.0,153000000.0,396000000.0,243000000.0
Depreciation,370000000.0,199000000.0,214000000.0,203000000.0
Dividends Paid,-128000000.0,-68000000.0,-123000000.0,-246000000.0
Change To Inventory,-1000000.0,-69000000.0,-58000000.0,-62000000.0
Change To Account Receivables,95000000.0,26000000.0,-12000000.0,-103000000.0
Other Cashflows From Financing Activities,-9000000.0,-7000000.0,-38000000.0,-14000000.0
Change To Netincome,178000000.0,194000000.0,-58000000.0,122000000.0
Capital Expenditures,-240000000.0,-348000000.0,-304000000.0,-319000000.0
Issuance Of Stock,,,750000000.0,750000000.0
Investments,,,,3000000.0
