,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-103839000.0,-42736000.0,-35172000.0,-55472000.0
Total Cashflows From Investing Activities,-276996000.0,78864000.0,35450000.0,31990000.0
Net Borrowings,27580000.0,62409000.0,-135125000.0,69940000.0
Total Cash From Financing Activities,-169142000.0,-80688000.0,-226862000.0,-3964000.0
Change To Operating Activities,65158000.0,-37034000.0,-7112000.0,-25501000.0
Net Income,-590033000.0,221229000.0,209666000.0,-203438000.0
Change In Cash,-68727000.0,219746000.0,-30325000.0,23840000.0
Repurchase Of Stock,-5800000.0,-4707000.0,-4661000.0,-4661000.0
Total Cash From Operating Activities,377411000.0,221570000.0,161087000.0,-4186000.0
Depreciation,150515000.0,80909000.0,36742000.0,35288000.0
Other Cashflows From Investing Activities,-6454000.0,-7200000.0,-27300000.0,-32800000.0
Dividends Paid,-170539000.0,-128686000.0,-87076000.0,-73904000.0
Change To Account Receivables,146851000.0,63363000.0,-34063000.0,22967000.0
Other Cashflows From Financing Activities,-20383000.0,-9704000.0,-9704000.0,-9704000.0
Change To Netincome,746500000.0,-60123000.0,-57253000.0,274037000.0
Capital Expenditures,-85310000.0,-26524000.0,-22666000.0,-32871000.0
Investments,,,,123998000.0
