,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-6493000.0,-509000.0,3573000.0,-1165000.0
Total Cashflows From Investing Activities,-146310000.0,-5040000.0,-60997000.0,-6079000.0
Net Borrowings,35382000.0,-12758000.0,47405000.0,-8244000.0
Total Cash From Financing Activities,164250000.0,-26943000.0,32738000.0,-21898000.0
Change To Operating Activities,-1009000.0,3198000.0,2240000.0,-695000.0
Issuance Of Stock,154000000.0,500000.0,500000.0,500000.0
Net Income,-13572000.0,21543000.0,19565000.0,23832000.0
Change In Cash,107999000.0,8662000.0,292000.0,-2285000.0
Total Cash From Operating Activities,90059000.0,40645000.0,28578000.0,25692000.0
Depreciation,60434000.0,16376000.0,12860000.0,11905000.0
Dividends Paid,-18080000.0,-14685000.0,-14667000.0,-13654000.0
Change To Inventory,1247000.0,-183000.0,-1335000.0,-249000.0
Change To Account Receivables,19087000.0,110000.0,-694000.0,4939000.0
Other Cashflows From Financing Activities,-7052000.0,-7052000.0,-7052000.0,-7052000.0
Change To Netincome,8848000.0,-540000.0,-269000.0,-57000.0
Capital Expenditures,-29458000.0,-17645000.0,-13654000.0,-6467000.0
Investments,,,-3274000.0,-3274000.0
Other Cashflows From Investing Activities,,,,-1000.0
