,2021-03-31,2020-06-30,2019-06-30,2018-06-30
Change To Liabilities,7466665.0,-400200000.0,-27300000.0,89700000.0
Total Cashflows From Investing Activities,-18933329.0,-33900000.0,-242100000.0,-348000000.0
Net Borrowings,138399965.0,-23600000.0,90200000.0,86800000.0
Total Cash From Financing Activities,135866633.0,292000000.0,224700000.0,235700000.0
Net Income,-208799948.0,-143500000.0,60300000.0,41500000.0
Change In Cash,68533316.0,-1800000.0,20600000.0,12700000.0
Effect Of Exchange Rate,-5333332.0,-9100000.0,-7600000.0,4200000.0
Total Cash From Operating Activities,-43066656.0,-250800000.0,45700000.0,120800000.0
Depreciation,29599993.0,36400000.0,24100000.0,13400000.0
Other Cashflows From Investing Activities,266667.0,200000.0,200000.0,100000.0
Change To Account Receivables,32266659.0,155800000.0,-12700000.0,-44800000.0
Other Cashflows From Financing Activities,-2533333.0,-2533333.0,-2533333.0,-2533333.0
Change To Netincome,81466646.0,85500000.0,-10600000.0,12400000.0
Capital Expenditures,-1600000.0,-3700000.0,-5300000.0,-9700000.0
Issuance Of Stock,,333900000.0,160400000.0,170200000.0
Dividends Paid,,-18300000.0,-25900000.0,-21300000.0
