,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-4528000.0,-866000.0,-2165000.0,-100000.0
Change To Liabilities,73503000.0,68084000.0,10331000.0,5943000.0
Total Cashflows From Investing Activities,-48647000.0,-16290000.0,-14222000.0,16972000.0
Net Borrowings,410114000.0,-111505000.0,114663000.0,37855000.0
Total Cash From Financing Activities,649448000.0,357133000.0,113782000.0,71774000.0
Change To Operating Activities,-11981000.0,-4986000.0,2424000.0,-4117000.0
Issuance Of Stock,263562000.0,472900000.0,20976000.0,36050000.0
Net Income,-19780000.0,-42861000.0,-8976000.0,-9620000.0
Change In Cash,374585000.0,198897000.0,2957000.0,9879000.0
Effect Of Exchange Rate,7737000.0,246000.0,1627000.0,1627000.0
Total Cash From Operating Activities,-233953000.0,-142192000.0,-98230000.0,-78867000.0
Depreciation,11006000.0,9002000.0,6710000.0,21000.0
Other Cashflows From Investing Activities,1476000.0,686000.0,524000.0,433000.0
Change To Account Receivables,-329196000.0,-213631000.0,-140683000.0,-84842000.0
Other Cashflows From Financing Activities,-24228000.0,-4262000.0,-21857000.0,-2131000.0
Change To Netincome,23466000.0,28831000.0,21345000.0,5161000.0
Capital Expenditures,-3389000.0,-2070000.0,-1082000.0,-78000.0
