,2020-08-31,2019-08-31,2018-08-31,2017-08-31
Change To Liabilities,-81000000.0,37000000.0,-19000000.0,26000000.0
Total Cashflows From Investing Activities,-105000000.0,-110000000.0,-79000000.0,49000000.0
Net Borrowings,-648000000.0,1862000000.0,349000000.0,127000000.0
Total Cash From Financing Activities,870000000.0,1959000000.0,890000000.0,388000000.0
Change To Operating Activities,-888000000.0,-2186000000.0,-911000000.0,-1181000000.0
Issuance Of Stock,336000000.0,336000000.0,11000000.0,12000000.0
Net Income,115000000.0,298000000.0,336000000.0,352000000.0
Change In Cash,79000000.0,56000000.0,304000000.0,-314000000.0
Repurchase Of Stock,-1000000.0,-7000000.0,-11000000.0,-12000000.0
Total Cash From Operating Activities,-686000000.0,-1793000000.0,-507000000.0,-751000000.0
Depreciation,40000000.0,46000000.0,19000000.0,23000000.0
Dividends Paid,-95000000.0,-210000000.0,-251000000.0,-188000000.0
Other Cashflows From Financing Activities,1278000000.0,314000000.0,823000000.0,449000000.0
Change To Netincome,84000000.0,-17000000.0,9000000.0,-2000000.0
Capital Expenditures,-9000000.0,-13000000.0,-14000000.0,-18000000.0
Investments,,-3000000.0,-3000000.0,-3000000.0
