,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,147090000.0,-34382000.0,-66124000.0,-76236000.0
Change To Liabilities,83131000.0,-20733000.0,43425000.0,9276000.0
Total Cashflows From Investing Activities,-189772000.0,-466873000.0,-357440000.0,-205297000.0
Net Borrowings,-108859000.0,-14673000.0,-23109000.0,-60213000.0
Total Cash From Financing Activities,-987440000.0,-85218000.0,-69036000.0,-111404000.0
Change To Operating Activities,-8615000.0,-4429000.0,942000.0,60000.0
Issuance Of Stock,3581000.0,2622000.0,2709000.0,17002000.0
Net Income,787705000.0,560080000.0,273943000.0,132426000.0
Change In Cash,140432000.0,374979000.0,100631000.0,-3302000.0
Repurchase Of Stock,-732436000.0,-42775000.0,-30811000.0,-60143000.0
Effect Of Exchange Rate,1853000.0,7680000.0,-21683000.0,12777000.0
Total Cash From Operating Activities,1315791000.0,919390000.0,548790000.0,300622000.0
Depreciation,383408000.0,169769000.0,134870000.0,149658000.0
Other Cashflows From Investing Activities,71699000.0,23681000.0,-18592000.0,-5092000.0
Dividends Paid,-115942000.0,-29470000.0,-16329000.0,-3281000.0
Change To Inventory,-50028000.0,-3121000.0,-4937000.0,6291000.0
Change To Account Receivables,-2423000.0,2883000.0,-5831000.0,-7468000.0
Other Cashflows From Financing Activities,-33784000.0,-922000.0,-1496000.0,-4769000.0
Change To Netincome,122613000.0,214941000.0,106378000.0,10379000.0
Capital Expenditures,-582727000.0,-456423000.0,-275204000.0,-131840000.0
