,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,2136000.0,3700000.0,267000.0,115000.0
Change To Liabilities,1607000.0,1641000.0,-996000.0,2342000.0
Total Cashflows From Investing Activities,1217000.0,2959000.0,4869000.0,-1011000.0
Net Borrowings,-1515000.0,-1515000.0,-1515000.0,-1515000.0
Total Cash From Financing Activities,-33572000.0,-37926000.0,-5244000.0,-4479000.0
Change To Operating Activities,420000.0,-1129000.0,-1088000.0,-6585000.0
Issuance Of Stock,31000.0,245000.0,3056000.0,3056000.0
Net Income,43661000.0,34295000.0,20818000.0,13554000.0
Change In Cash,27057000.0,5790000.0,17680000.0,7337000.0
Total Cash From Operating Activities,59412000.0,40757000.0,18055000.0,12827000.0
Depreciation,3227000.0,724000.0,677000.0,1542000.0
Dividends Paid,-32088000.0,-25871000.0,-8300000.0,-4479000.0
Change To Account Receivables,-1765000.0,-2159000.0,71000.0,450000.0
Change To Netincome,12202000.0,7350000.0,-1491000.0,1445000.0
Capital Expenditures,-915000.0,-593000.0,-911000.0,-1126000.0
