,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Investments,-7900000.0,-7700000.0,-7700000.0,-7700000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-92300000.0,-119100000.0,-259600000.0,-107500000.0
Net Borrowings,53100000.0,78200000.0,109000000.0,73800000.0
Total Cash From Financing Activities,-20600000.0,17200000.0,180700000.0,12800000.0
Change To Operating Activities,21400000.0,6400000.0,-8700000.0,-300000.0
Net Income,319600000.0,184700000.0,150500000.0,111600000.0
Change In Cash,-500000.0,400000.0,2800000.0,-14500000.0
Total Cash From Operating Activities,112400000.0,102300000.0,81700000.0,80300000.0
Other Cashflows From Investing Activities,-81000000.0,-81000000.0,-81000000.0,-81000000.0
Dividends Paid,-92500000.0,-85300000.0,-72600000.0,-71000000.0
Change To Account Receivables,-9100000.0,-5800000.0,11000000.0,-2000000.0
Change To Netincome,-219500000.0,-83000000.0,-71100000.0,-29000000.0
Other Cashflows From Financing Activities,,,-1900000.0,-1900000.0
Effect Of Exchange Rate,,,,-100000.0
Capital Expenditures,,,,-100000.0
