,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-34765000.0,-51291000.0,-6069000.0,-615000.0
Change To Liabilities,-101000.0,2602000.0,-500000.0,-1734000.0
Total Cashflows From Investing Activities,-35977000.0,-49774000.0,-11583000.0,-1801000.0
Net Borrowings,28282000.0,28282000.0,28282000.0,28282000.0
Total Cash From Financing Activities,3229000.0,46072000.0,-10900000.0,16620000.0
Change To Operating Activities,-15308000.0,-5750000.0,1784000.0,-28563000.0
Issuance Of Stock,2794000.0,67537000.0,2794000.0,28527000.0
Net Income,32206000.0,30549000.0,23476000.0,13098000.0
Change In Cash,-10654000.0,17388000.0,-1613000.0,-2599000.0
Total Cash From Operating Activities,22094000.0,21090000.0,20870000.0,-17418000.0
Depreciation,2493000.0,64000.0,98000.0,212000.0
Other Cashflows From Investing Activities,1486000.0,1570000.0,-5471000.0,-1131000.0
Dividends Paid,-27847000.0,-21465000.0,-13694000.0,-6350000.0
Change To Account Receivables,-445000.0,-5492000.0,-4125000.0,-685000.0
Change To Netincome,3247000.0,-883000.0,137000.0,254000.0
Capital Expenditures,-124000.0,-53000.0,-43000.0,-55000.0
