,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,3841000.0,3210000.0,418000.0,145676.0
Total Cashflows From Investing Activities,-27364000.0,-17659000.0,-15952000.0,-7534679.0
Net Borrowings,2243000.0,2752000.0,-142000.0,-197301.0
Total Cash From Financing Activities,142834000.0,64653000.0,74213000.0,41269922.0
Change To Operating Activities,999000.0,-2357000.0,-608000.0,-68041.0
Issuance Of Stock,144823000.0,64133000.0,76962000.0,42440777.0
Net Income,-47650000.0,-33564000.0,-24463000.0,-29934907.0
Change In Cash,91998000.0,19118000.0,34734000.0,9157327.0
Effect Of Exchange Rate,-2902000.0,229000.0,224000.0,15540.0
Total Cash From Operating Activities,-20570000.0,-28105000.0,-23751000.0,-24593456.0
Depreciation,15862000.0,7819000.0,4236000.0,3945419.0
Other Cashflows From Investing Activities,1957000.0,957000.0,265000.0,195274.0
Change To Account Receivables,-3566000.0,-3521000.0,-1670000.0,-411400.0
Other Cashflows From Financing Activities,-4232000.0,-2232000.0,-2607000.0,-973554.0
Change To Netincome,8441000.0,-924000.0,-2364000.0,1519262.0
Capital Expenditures,-24723000.0,-14099000.0,-11071000.0,-4371155.0
Investments,,509000.0,-9000.0,-307470.0
