,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-1367000.0,760000.0,863000.0,720312.0
Total Cashflows From Investing Activities,-176460000.0,-12461000.0,-3887000.0,-1721669.0
Net Borrowings,-3464000.0,3899000.0,-248000.0,-327064.0
Total Cash From Financing Activities,324835000.0,30491000.0,6282000.0,3300427.0
Change To Operating Activities,-1796000.0,-355000.0,35000.0,40906.0
Issuance Of Stock,337280000.0,28181000.0,6994000.0,3881500.0
Net Income,15921000.0,-13531000.0,-4801000.0,-2353226.0
Change In Cash,170019000.0,18284000.0,345000.0,484477.0
Total Cash From Operating Activities,21644000.0,254000.0,-2050000.0,-1094281.0
Depreciation,6633000.0,5653000.0,2005000.0,646631.0
Change To Inventory,216000.0,1000.0,1000.0,1000.0
Change To Account Receivables,-671000.0,733000.0,-304000.0,-195134.0
Other Cashflows From Financing Activities,-8981000.0,-1589000.0,-464000.0,-254009.0
Change To Netincome,2488000.0,6893000.0,93000.0,17769.0
Capital Expenditures,-7541000.0,-1816000.0,-3887000.0,-1630610.0
