,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,903000.0,624000.0,2007000.0,877000.0
Total Cashflows From Investing Activities,-318777000.0,-327410000.0,-290396000.0,-257494000.0
Net Borrowings,76909000.0,134372000.0,103663000.0,73864000.0
Total Cash From Financing Activities,46285000.0,103494000.0,72509000.0,48690000.0
Change To Operating Activities,297781000.0,267392000.0,238421000.0,229659000.0
Issuance Of Stock,4201000.0,2215000.0,1898000.0,1898000.0
Net Income,230776000.0,175262000.0,214503000.0,239938000.0
Change In Cash,-5645000.0,13980000.0,-84000.0,-1088000.0
Total Cash From Operating Activities,266847000.0,237896000.0,217803000.0,207716000.0
Depreciation,7015000.0,6761000.0,5305000.0,4108000.0
Dividends Paid,-19389000.0,-19544000.0,-19678000.0,-12293000.0
Change To Account Receivables,1632000.0,-10724000.0,-2390000.0,-9824000.0
Other Cashflows From Financing Activities,-15436000.0,-13549000.0,-13374000.0,-12881000.0
Change To Netincome,-272342000.0,-202491000.0,-241423000.0,-257562000.0
Capital Expenditures,-37428000.0,-29531000.0,-24004000.0,-23441000.0
Other Cashflows From Investing Activities,,1000.0,1000.0,1000.0
