,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,3000000.0,-38000000.0,-51000000.0,-98000000.0
Change To Liabilities,1298000000.0,-147000000.0,54000000.0,140000000.0
Total Cashflows From Investing Activities,-427000000.0,-677000000.0,-321000000.0,-420000000.0
Net Borrowings,-300000000.0,-435000000.0,-118000000.0,-23000000.0
Total Cash From Financing Activities,-472000000.0,-610000000.0,-398000000.0,-217000000.0
Net Income,-1269000000.0,155000000.0,-1514000000.0,-738000000.0
Change In Cash,-126000000.0,-391000000.0,18000000.0,-131000000.0
Effect Of Exchange Rate,-7000000.0,-32000000.0,-20000000.0,12000000.0
Total Cash From Operating Activities,780000000.0,928000000.0,757000000.0,494000000.0
Depreciation,413000000.0,441000000.0,297000000.0,281000000.0
Other Cashflows From Investing Activities,4000000.0,18000000.0,33000000.0,10000000.0
Dividends Paid,-117000000.0,-117000000.0,-119000000.0,-118000000.0
Change To Inventory,9000000.0,-58000000.0,-14000000.0,15000000.0
Change To Account Receivables,-1470000000.0,134000000.0,-128000000.0,-58000000.0
Other Cashflows From Financing Activities,-55000000.0,-58000000.0,-161000000.0,-76000000.0
Change To Netincome,1568000000.0,185000000.0,1887000000.0,944000000.0
Capital Expenditures,-438000000.0,-572000000.0,-364000000.0,-256000000.0
Change To Operating Activities,,,,-258000000.0
