,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-3989000.0,-11351000.0,-3719000.0,4592000.0
Total Cashflows From Investing Activities,-70860000.0,-1894000.0,-1481000.0,-1261000.0
Net Borrowings,-131529000.0,-91198000.0,17031000.0,67501000.0
Total Cash From Financing Activities,-18835000.0,11670000.0,-12543000.0,42029000.0
Change To Operating Activities,-18984000.0,-67495000.0,-42897000.0,-103278000.0
Issuance Of Stock,152209000.0,137342000.0,137342000.0,137342000.0
Net Income,15454000.0,70285000.0,64290000.0,55158000.0
Change In Cash,25951000.0,6693000.0,9910000.0,3564000.0
Total Cash From Operating Activities,115646000.0,-3083000.0,23934000.0,-37204000.0
Depreciation,10189000.0,2257000.0,1967000.0,2226000.0
Dividends Paid,-39515000.0,-34474000.0,-29574000.0,-25472000.0
Change To Netincome,129861000.0,3126000.0,4152000.0,3972000.0
Capital Expenditures,-3145000.0,-1894000.0,-1481000.0,-1261000.0
