,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-121000000.0,-11000000.0,-5000000.0,-9000000.0
Total Cashflows From Investing Activities,-2112000000.0,-1238000000.0,-1772000000.0,-1568000000.0
Net Borrowings,446000000.0,1575000000.0,-1003000000.0,87000000.0
Total Cash From Financing Activities,-203000000.0,317000000.0,-159000000.0,-805000000.0
Change To Operating Activities,58000000.0,-15000000.0,31000000.0,-99000000.0
Issuance Of Stock,23000000.0,23000000.0,1949000000.0,1949000000.0
Net Income,-4028000000.0,343000000.0,1364000000.0,1069000000.0
Change In Cash,-454000000.0,2384000000.0,1356000000.0,33000000.0
Effect Of Exchange Rate,12000000.0,12000000.0,-9000000.0,6000000.0
Total Cash From Operating Activities,1849000000.0,3305000000.0,3296000000.0,2400000000.0
Depreciation,1826000000.0,1749000000.0,1591000000.0,1262000000.0
Other Cashflows From Investing Activities,-167000000.0,-37000000.0,-65000000.0,-178000000.0
Dividends Paid,-454000000.0,-1062000000.0,-909000000.0,-826000000.0
Change To Inventory,51000000.0,-21000000.0,22000000.0,-25000000.0
Change To Account Receivables,41000000.0,118000000.0,-96000000.0,9000000.0
Other Cashflows From Financing Activities,-218000000.0,-196000000.0,-196000000.0,-66000000.0
Change To Netincome,4022000000.0,1142000000.0,389000000.0,193000000.0
Capital Expenditures,-1945000000.0,-1213000000.0,-1778000000.0,-1390000000.0
