,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-2321000.0,-4840000.0,2388000.0,-922000.0
Total Cashflows From Investing Activities,-139296000.0,-33501000.0,-27416000.0,-21606000.0
Net Borrowings,-47016000.0,6434000.0,6500000.0,12981000.0
Total Cash From Financing Activities,43758000.0,-69000000.0,-68932000.0,-61176000.0
Issuance Of Stock,175604000.0,448000.0,1235000.0,487000.0
Net Income,59066000.0,65128000.0,64096000.0,59755000.0
Change In Cash,29755000.0,3196000.0,1575000.0,5664000.0
Effect Of Exchange Rate,419000.0,3090000.0,-3338000.0,4703000.0
Total Cash From Operating Activities,124874000.0,102607000.0,101261000.0,83743000.0
Depreciation,28675000.0,28158000.0,14711000.0,14216000.0
Dividends Paid,-80722000.0,-75882000.0,-75359000.0,-74644000.0
Change To Account Receivables,24301000.0,-9486000.0,-2627000.0,-5736000.0
Other Cashflows From Financing Activities,-4108000.0,-4108000.0,-1308000.0,-1308000.0
Change To Netincome,3430000.0,14827000.0,7475000.0,5661000.0
Capital Expenditures,-17046000.0,-10480000.0,-22814000.0,-18945000.0
Change To Operating Activities,,-917000.0,2505000.0,-841000.0
Investments,,,,-1500000.0
