,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-23000000.0,-23000000.0,-23000000.0,-23000000.0
Change To Liabilities,10900000.0,-11600000.0,-10000000.0,32300000.0
Total Cashflows From Investing Activities,27400000.0,46700000.0,12100000.0,-78800000.0
Net Borrowings,-354000000.0,286100000.0,-28000000.0,-2500000.0
Total Cash From Financing Activities,-444200000.0,71800000.0,-183400000.0,-176200000.0
Change To Operating Activities,-14500000.0,-44400000.0,4800000.0,-22000000.0
Net Income,146100000.0,125300000.0,78000000.0,188800000.0
Change In Cash,-164000000.0,364800000.0,36300000.0,-5400000.0
Repurchase Of Stock,-1000000.0,-62200000.0,-10000000.0,-6400000.0
Effect Of Exchange Rate,-200000.0,200000.0,300000.0,400000.0
Total Cash From Operating Activities,253000000.0,246100000.0,207300000.0,249200000.0
Depreciation,91800000.0,94100000.0,59300000.0,64100000.0
Dividends Paid,-41300000.0,-114000000.0,-133700000.0,-133700000.0
Change To Inventory,28100000.0,-10600000.0,-22800000.0,-57200000.0
Change To Account Receivables,13600000.0,26900000.0,-10800000.0,14300000.0
Other Cashflows From Financing Activities,-28500000.0,-18400000.0,-11700000.0,-33600000.0
Change To Netincome,-22100000.0,27400000.0,73000000.0,-11200000.0
Capital Expenditures,-78800000.0,-142400000.0,-163600000.0,-120600000.0
Other Cashflows From Investing Activities,,78500000.0,137300000.0,137300000.0
