,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Change To Liabilities,25000000.0,45100000.0,3500000.0,20700000.0
Total Cashflows From Investing Activities,-120400000.0,-203800000.0,-864400000.0,-245500000.0
Net Borrowings,-530800000.0,-20400000.0,542400000.0,273100000.0
Total Cash From Financing Activities,-540200000.0,-179000000.0,364200000.0,60600000.0
Change To Operating Activities,-60900000.0,-85300000.0,-90200000.0,-52100000.0
Issuance Of Stock,100000.0,100000.0,100000.0,200000.0
Net Income,262800000.0,241500000.0,228800000.0,146100000.0
Change In Cash,132600000.0,62200000.0,-189600000.0,120400000.0
Effect Of Exchange Rate,6300000.0,-6200000.0,6600000.0,-3200000.0
Total Cash From Operating Activities,786900000.0,451200000.0,304000000.0,308500000.0
Depreciation,135000000.0,131500000.0,119400000.0,92000000.0
Other Cashflows From Investing Activities,-1800000.0,-8500000.0,17200000.0,-38400000.0
Change To Inventory,98700000.0,3200000.0,-28600000.0,-51700000.0
Change To Account Receivables,46400000.0,-118600000.0,-18100000.0,-2000000.0
Other Cashflows From Financing Activities,-9500000.0,-9500000.0,-6100000.0,-35200000.0
Change To Netincome,294600000.0,244800000.0,80400000.0,128600000.0
Capital Expenditures,-120200000.0,-203300000.0,-322900000.0,-215000000.0
Dividends Paid,,-158600000.0,-172100000.0,-177500000.0
