,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-204000000.0,-42000000.0,171000000.0,171000000.0
Change To Liabilities,-224000000.0,20000000.0,306000000.0,205000000.0
Total Cashflows From Investing Activities,-591000000.0,-392000000.0,-55000000.0,-3386000000.0
Net Borrowings,-34000000.0,-695000000.0,-1034000000.0,-34000000.0
Total Cash From Financing Activities,-314000000.0,-1209000000.0,-904000000.0,2999000000.0
Change To Operating Activities,-28000000.0,-3000000.0,5000000.0,-10000000.0
Net Income,-1040000000.0,719000000.0,852000000.0,229000000.0
Change In Cash,-325000000.0,-69000000.0,824000000.0,17000000.0
Effect Of Exchange Rate,-25000000.0,-16000000.0,36000000.0,-4000000.0
Total Cash From Operating Activities,605000000.0,1548000000.0,1747000000.0,408000000.0
Depreciation,801000000.0,604000000.0,520000000.0,154000000.0
Other Cashflows From Investing Activities,-155000000.0,-80000000.0,-33000000.0,162000000.0
Dividends Paid,-280000000.0,-348000000.0,-130000000.0,-130000000.0
Change To Inventory,-26000000.0,-35000000.0,-61000000.0,-11000000.0
Change To Account Receivables,192000000.0,90000000.0,85000000.0,-148000000.0
Change To Netincome,927000000.0,150000000.0,37000000.0,-13000000.0
Capital Expenditures,-279000000.0,-285000000.0,-198000000.0,-302000000.0
Issuance Of Stock,,,268000000.0,3125000000.0
Repurchase Of Stock,,,-6000000.0,-6000000.0
Other Cashflows From Financing Activities,,,-2000000.0,-92000000.0
