,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-1483000.0,-4694000.0,4103000.0,7664000.0
Total Cashflows From Investing Activities,-38626000.0,-23545000.0,-42167000.0,-22202000.0
Net Borrowings,-4572000.0,-4000000.0,4000000.0,4000000.0
Total Cash From Financing Activities,-19607000.0,-27783000.0,-21419000.0,-26129000.0
Change To Operating Activities,-2139000.0,1810000.0,-16000.0,1801000.0
Net Income,57295000.0,57137000.0,50969000.0,49152000.0
Change In Cash,33105000.0,-723000.0,-18456000.0,13867000.0
Effect Of Exchange Rate,101000.0,632000.0,356000.0,-9000.0
Total Cash From Operating Activities,91237000.0,49973000.0,44774000.0,62207000.0
Depreciation,17908000.0,10382000.0,9341000.0,10014000.0
Dividends Paid,-15035000.0,-23783000.0,-25419000.0,-26129000.0
Change To Inventory,11419000.0,-17451000.0,-20996000.0,-1417000.0
Change To Account Receivables,647000.0,-2786000.0,-5386000.0,-7001000.0
Change To Netincome,2056000.0,4162000.0,2692000.0,128000.0
Capital Expenditures,-17757000.0,-23570000.0,-39154000.0,-20392000.0
