,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,943000000.0,710000000.0,50000000.0,-389000000.0
Change To Liabilities,-180000000.0,-175000000.0,128000000.0,58000000.0
Total Cashflows From Investing Activities,862000000.0,589000000.0,1352000000.0,89000000.0
Net Borrowings,-1248000000.0,185000000.0,-1599000000.0,-829000000.0
Total Cash From Financing Activities,-2118000000.0,-520000000.0,-2477000000.0,-1371000000.0
Change To Operating Activities,427000000.0,189000000.0,-236000000.0,77000000.0
Net Income,83000000.0,1211000000.0,218000000.0,-2226000000.0
Change In Cash,-306000000.0,1396000000.0,-1000000.0,5000000.0
Repurchase Of Stock,-75000000.0,-77000000.0,-77000000.0,-77000000.0
Effect Of Exchange Rate,-1000000.0,2000000.0,1000000.0,-2000000.0
Total Cash From Operating Activities,951000000.0,1325000000.0,1123000000.0,1289000000.0
Depreciation,379000000.0,291000000.0,263000000.0,240000000.0
Other Cashflows From Investing Activities,308000000.0,116000000.0,143000000.0,897000000.0
Dividends Paid,-475000000.0,-162000000.0,-162000000.0,-162000000.0
Change To Inventory,-26000000.0,58000000.0,-66000000.0,52000000.0
Change To Account Receivables,217000000.0,207000000.0,-321000000.0,-487000000.0
Other Cashflows From Financing Activities,-320000000.0,-466000000.0,-878000000.0,-542000000.0
Change To Netincome,136000000.0,-474000000.0,1057000000.0,3490000000.0
Capital Expenditures,-375000000.0,-208000000.0,-325000000.0,-419000000.0
