,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,36298000.0,-12482000.0,6172000.0,-10680000.0
Total Cashflows From Investing Activities,-404930000.0,-514167000.0,-258815000.0,-245081000.0
Net Borrowings,-387000.0,470668000.0,-290000.0,139726000.0
Total Cash From Financing Activities,844926000.0,455823000.0,371569000.0,280601000.0
Change To Operating Activities,2531000.0,4780000.0,4660000.0,6248000.0
Issuance Of Stock,862024000.0,862024000.0,381690000.0,151261000.0
Net Income,-45174000.0,-9819000.0,6639000.0,22999000.0
Change In Cash,493940000.0,-18983000.0,146144000.0,80445000.0
Total Cash From Operating Activities,53944000.0,39361000.0,33390000.0,44925000.0
Depreciation,67380000.0,47326000.0,31292000.0,22366000.0
Change To Account Receivables,-11351000.0,6875000.0,-19197000.0,1778000.0
Other Cashflows From Financing Activities,-16711000.0,-14807000.0,-9831000.0,-10386000.0
Change To Netincome,2562000.0,1565000.0,2078000.0,1241000.0
Capital Expenditures,-397833000.0,-347146000.0,-282546000.0,-143550000.0
Investments,,-1008000.0,33977000.0,-96500000.0
Repurchase Of Stock,,-38000.0,-38000.0,-38000.0
