,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-40000000.0,-87000000.0,-64000000.0,-44000000.0
Change To Liabilities,-19000000.0,99000000.0,534000000.0,-98000000.0
Total Cashflows From Investing Activities,-879000000.0,-904000000.0,-629000000.0,-302000000.0
Net Borrowings,94000000.0,-264000000.0,-513000000.0,326000000.0
Total Cash From Financing Activities,-1252000000.0,-1043000000.0,-1205000000.0,-687000000.0
Change To Operating Activities,501000000.0,-261000000.0,181000000.0,-772000000.0
Net Income,1015000000.0,905000000.0,1582000000.0,539000000.0
Change In Cash,26000000.0,-348000000.0,309000000.0,-98000000.0
Repurchase Of Stock,-627000000.0,-5000000.0,-10000000.0,-480000000.0
Effect Of Exchange Rate,1000000.0,1000000.0,1000000.0,1000000.0
Total Cash From Operating Activities,2156000000.0,1599000000.0,2143000000.0,891000000.0
Depreciation,574000000.0,501000000.0,568000000.0,484000000.0
Dividends Paid,-719000000.0,-774000000.0,-682000000.0,-517000000.0
Change To Inventory,-14000000.0,-74000000.0,-32000000.0,73000000.0
Change To Account Receivables,137000000.0,72000000.0,56000000.0,31000000.0
Change To Netincome,-217000000.0,233000000.0,-746000000.0,634000000.0
Capital Expenditures,-758000000.0,-915000000.0,-720000000.0,-503000000.0
Other Cashflows From Financing Activities,,,,-16000000.0
