,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-7389000.0,15860000.0,6138000.0,3456000.0
Total Cashflows From Investing Activities,-109397000.0,-581065000.0,-209126000.0,-121476000.0
Net Borrowings,48380000.0,137250000.0,41500000.0,25707000.0
Total Cash From Financing Activities,-1890000.0,523802000.0,147691000.0,84735000.0
Change To Operating Activities,5965000.0,6127000.0,-3289000.0,-2933000.0
Net Income,66014000.0,22265000.0,38003000.0,19834000.0
Change In Cash,17659000.0,17746000.0,8165000.0,7920000.0
Repurchase Of Stock,-8500000.0,-7330000.0,-7330000.0,-7330000.0
Total Cash From Operating Activities,128946000.0,75009000.0,69600000.0,44661000.0
Depreciation,59361000.0,34795000.0,21330000.0,12908000.0
Other Cashflows From Investing Activities,24294000.0,4431000.0,7424000.0,1829000.0
Dividends Paid,-27535000.0,-17770000.0,-4415000.0,-4415000.0
Change To Inventory,909000.0,-1957000.0,-2611000.0,-663000.0
Change To Account Receivables,7684000.0,4765000.0,-7920000.0,-1705000.0
Other Cashflows From Financing Activities,-14235000.0,-13274000.0,-9461000.0,-380555000.0
Change To Netincome,-14610000.0,3646000.0,6144000.0,4272000.0
Capital Expenditures,-142134000.0,-209871000.0,-122967000.0,-83354000.0
Issuance Of Stock,,424926000.0,120067000.0,439583000.0
