,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-105782000.0,58022000.0,-64637000.0,-52946000.0
Change To Liabilities,-1020000.0,1577000.0,-1036000.0,-3351000.0
Total Cashflows From Investing Activities,-126176000.0,51616000.0,-64637000.0,-52946000.0
Total Cash From Financing Activities,-223570000.0,-296132000.0,-222463000.0,-224493000.0
Change To Operating Activities,706000.0,-417000.0,-27000.0,846000.0
Net Income,239931000.0,405932000.0,278709000.0,245029000.0
Change In Cash,-95111000.0,107246000.0,-5942000.0,-50778000.0
Total Cash From Operating Activities,254635000.0,351762000.0,281158000.0,226661000.0
Other Cashflows From Investing Activities,-20394000.0,-6406000.0,-6406000.0,-6406000.0
Dividends Paid,-223428000.0,-295891000.0,-222427000.0,-213712000.0
Change To Account Receivables,22781000.0,9611000.0,-2857000.0,-1524000.0
Other Cashflows From Financing Activities,-142000.0,-141000.0,-136000.0,-59000.0
Change To Netincome,-10145000.0,-74024000.0,-6107000.0,-2246000.0
Net Borrowings,,-100000.0,100000.0,-10722000.0
