,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-144000000.0,63800000.0,-81800000.0,-47400000.0
Total Cashflows From Investing Activities,-305400000.0,-42500000.0,-344600000.0,-3731300000.0
Net Borrowings,564000000.0,-272600000.0,-111000000.0,1314300000.0
Total Cash From Financing Activities,405700000.0,-589100000.0,-398200000.0,3107000000.0
Change To Operating Activities,-35700000.0,-47300000.0,-34800000.0,11800000.0
Net Income,-1138600000.0,251000000.0,441000000.0,296900000.0
Change In Cash,697200000.0,132900000.0,-163500000.0,-214300000.0
Effect Of Exchange Rate,-34000000.0,2900000.0,1300000.0,-3300000.0
Total Cash From Operating Activities,630900000.0,761600000.0,578000000.0,413300000.0
Depreciation,492200000.0,377800000.0,360200000.0,248400000.0
Other Cashflows From Investing Activities,27300000.0,46000000.0,73100000.0,48000000.0
Dividends Paid,-158300000.0,-316500000.0,-287200000.0,-226200000.0
Change To Inventory,107500000.0,-40000000.0,-27800000.0,2200000.0
Change To Account Receivables,77100000.0,-500000.0,-11500000.0,-125900000.0
Change To Netincome,1366200000.0,116000000.0,-23300000.0,22000000.0
Capital Expenditures,-342100000.0,-447100000.0,-421500000.0,-336400000.0
Issuance Of Stock,,,,2018900000.0
