,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Investments,19000000.0,114000000.0,445000000.0,-400000000.0
Change To Liabilities,1000000.0,30000000.0,-9000000.0,3000000.0
Total Cashflows From Investing Activities,-380000000.0,-508000000.0,184000000.0,-693000000.0
Net Borrowings,-19000000.0,335000000.0,-182000000.0,683000000.0
Total Cash From Financing Activities,-511000000.0,-241000000.0,-646000000.0,-55000000.0
Change To Operating Activities,195000000.0,180000000.0,147000000.0,216000000.0
Net Income,1195000000.0,889000000.0,903000000.0,527000000.0
Change In Cash,30000000.0,38000000.0,-61000000.0,4000000.0
Total Cash From Operating Activities,921000000.0,787000000.0,401000000.0,752000000.0
Depreciation,4000000.0,4000000.0,9000000.0,6000000.0
Other Cashflows From Investing Activities,72000000.0,72000000.0,17000000.0,3000000.0
Dividends Paid,-476000000.0,-448000000.0,-419000000.0,-475000000.0
Change To Inventory,34000000.0,52000000.0,-268000000.0,-41000000.0
Change To Account Receivables,6000000.0,-39000000.0,1000000.0,48000000.0
Other Cashflows From Financing Activities,-16000000.0,-128000000.0,-45000000.0,-263000000.0
Change To Netincome,-524000000.0,-338000000.0,-388000000.0,-17000000.0
Capital Expenditures,-38000000.0,-35000000.0,-15000000.0,-19000000.0
