,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-30931000.0,221480000.0,228586000.0,105125000.0
Total Cashflows From Investing Activities,-267998000.0,-193798000.0,-384933000.0,-93652000.0
Net Borrowings,437995000.0,-220024000.0,-136073000.0,-519320000.0
Total Cash From Financing Activities,108787000.0,-714898000.0,-482491000.0,-528307000.0
Change To Operating Activities,-21033000.0,46844000.0,5538000.0,2504000.0
Net Income,30036000.0,527898000.0,524510000.0,406445000.0
Change In Cash,-12775000.0,7758000.0,24639000.0,-14315000.0
Repurchase Of Stock,-3361000.0,-28339000.0,-149671000.0,-8380000.0
Total Cash From Operating Activities,146436000.0,916454000.0,892063000.0,607644000.0
Depreciation,712866000.0,657537000.0,644566000.0,576977000.0
Dividends Paid,-143709730.0,-286824809.0,-188052000.0,-188052000.0
Change To Inventory,-40514000.0,-23984000.0,-32004000.0,-28224000.0
Change To Account Receivables,18110000.0,-45855000.0,15828000.0,-46617000.0
Other Cashflows From Financing Activities,-13650000.0,-1681000.0,-8695000.0,-607000.0
Change To Netincome,-517422000.0,-474200000.0,-497884000.0,-415759000.0
Capital Expenditures,-248346000.0,-190190000.0,-365523000.0,-94623000.0
