,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,8900000.0,262400000.0,33800000.0,-16200000.0
Change To Liabilities,57700000.0,-92200000.0,24500000.0,-88400000.0
Total Cashflows From Investing Activities,-899200000.0,-187600000.0,-1730700000.0,-152000000.0
Net Borrowings,5800000.0,-950000000.0,800000000.0,800000000.0
Total Cash From Financing Activities,-39400000.0,-994000000.0,1030200000.0,-18300000.0
Change To Operating Activities,-58300000.0,-50400000.0,-17400000.0,-6600000.0
Issuance Of Stock,1400000.0,1500000.0,304400000.0,1700000.0
Net Income,500800000.0,577300000.0,198800000.0,387500000.0
Change In Cash,-62000000.0,-139300000.0,-36800000.0,148900000.0
Repurchase Of Stock,-1000000.0,-1000000.0,-1000000.0,-1000000.0
Effect Of Exchange Rate,2700000.0,4100000.0,800000.0,200000.0
Total Cash From Operating Activities,873900000.0,1038200000.0,662900000.0,319000000.0
Depreciation,456400000.0,526500000.0,401600000.0,59800000.0
Other Cashflows From Investing Activities,12000000.0,32500000.0,8600000.0,1400000.0
Dividends Paid,-45600000.0,-45500000.0,-41500000.0,-20000000.0
Change To Inventory,-11600000.0,6400000.0,13400000.0,26400000.0
Change To Account Receivables,61700000.0,-9700000.0,-56200000.0,-35900000.0
Change To Netincome,-20600000.0,-39200000.0,8100000.0,-33200000.0
Capital Expenditures,-920100000.0,-482500000.0,-320100000.0,-160100000.0
Other Cashflows From Financing Activities,,,-32700000.0,-32700000.0
