,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-150100000.0,-192100000.0,-11800000.0,-125100000.0
Net Borrowings,-196500000.0,-14700000.0,22900000.0,153300000.0
Total Cash From Financing Activities,92900000.0,21700000.0,-103300000.0,46200000.0
Change To Operating Activities,2900000.0,-6000000.0,-1900000.0,4700000.0
Issuance Of Stock,398000000.0,162400000.0,162400000.0,162400000.0
Net Income,44200000.0,53100000.0,146400000.0,251300000.0
Change In Cash,75700000.0,-56600000.0,2700000.0,46500000.0
Total Cash From Operating Activities,132900000.0,113800000.0,117800000.0,125400000.0
Dividends Paid,-108600000.0,-106100000.0,-113300000.0,-105300000.0
Change To Account Receivables,-10500000.0,-7100000.0,-3400000.0,-2500000.0
Change To Netincome,96300000.0,73500000.0,-23300000.0,-128200000.0
Investments,,14300000.0,7600000.0,7600000.0
Other Cashflows From Investing Activities,,600000.0,600000.0,1300000.0
Other Cashflows From Financing Activities,,-19900000.0,-19900000.0,-19900000.0
Repurchase Of Stock,,,-12900000.0,-1800000.0
