,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-1324000.0,7288000.0,1825000.0,628000.0
Total Cashflows From Investing Activities,-7699000.0,-7305000.0,-6327000.0,-6128000.0
Net Borrowings,-557000.0,-557000.0,-557000.0,-557000.0
Total Cash From Financing Activities,-12315000.0,-9843000.0,-5125000.0,-2513000.0
Change To Operating Activities,-129000.0,105000.0,133000.0,-304000.0
Net Income,23076000.0,19125000.0,9965000.0,9321000.0
Change In Cash,11098000.0,7077000.0,2463000.0,5668000.0
Repurchase Of Stock,-842000.0,-842000.0,-842000.0,-73000.0
Effect Of Exchange Rate,-308000.0,-433000.0,42000.0,-520000.0
Total Cash From Operating Activities,31420000.0,24658000.0,13873000.0,14829000.0
Depreciation,845000.0,191000.0,150000.0,179000.0
Other Cashflows From Investing Activities,172000.0,244000.0,56000.0,22000.0
Dividends Paid,-10916000.0,-7253000.0,-5150000.0,-3075000.0
Change To Inventory,-4000.0,23000.0,23000.0,32000.0
Change To Account Receivables,4799000.0,-9089000.0,-3838000.0,276000.0
Change To Netincome,3628000.0,1194000.0,1984000.0,1368000.0
Capital Expenditures,-363000.0,-342000.0,-219000.0,-80000.0
Issuance Of Stock,,,25000.0,635000.0
