,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,29000000.0,-11000000.0,-14000000.0,-32000000.0
Change To Liabilities,8000000.0,40000000.0,-46000000.0,16000000.0
Total Cashflows From Investing Activities,-476000000.0,-743000000.0,-335000000.0,-862000000.0
Net Borrowings,-131000000.0,3000000.0,-214000000.0,48000000.0
Total Cash From Financing Activities,-329000000.0,-177000000.0,-393000000.0,-148000000.0
Net Income,953000000.0,-12000000.0,133000000.0,-191000000.0
Change In Cash,874000000.0,127000000.0,124000000.0,-10000000.0
Effect Of Exchange Rate,25000000.0,25000000.0,-5000000.0,3000000.0
Total Cash From Operating Activities,1654000000.0,1047000000.0,857000000.0,997000000.0
Depreciation,576000000.0,602000000.0,582000000.0,712000000.0
Other Cashflows From Investing Activities,8000000.0,-20000000.0,244000000.0,-158000000.0
Dividends Paid,-38000000.0,-27000000.0,-24000000.0,-39000000.0
Change To Inventory,-83000000.0,-67000000.0,-2000000.0,-67000000.0
Change To Account Receivables,-163000000.0,-138000000.0,-74000000.0,-86000000.0
Other Cashflows From Financing Activities,-160000000.0,-153000000.0,-155000000.0,-157000000.0
Change To Netincome,363000000.0,622000000.0,264000000.0,613000000.0
Capital Expenditures,-718000000.0,-709000000.0,-575000000.0,-675000000.0
