,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-35000000.0,-4000000.0,-20000000.0,1000000.0
Change To Liabilities,-34000000.0,-14000000.0,29000000.0,14000000.0
Total Cashflows From Investing Activities,-411000000.0,-426000000.0,-484000000.0,-380000000.0
Net Borrowings,-34000000.0,107000000.0,125000000.0,121000000.0
Total Cash From Financing Activities,-493000000.0,-352000000.0,-333000000.0,-337000000.0
Net Income,427000000.0,409000000.0,365000000.0,418000000.0
Change In Cash,-1000000.0,-1000000.0,3000000.0,3000000.0
Total Cash From Operating Activities,903000000.0,777000000.0,820000000.0,717000000.0
Depreciation,352000000.0,344000000.0,354000000.0,291000000.0
Dividends Paid,-403920000.0,-403920000.0,-403040000.0,-403040000.0
Change To Inventory,-10000000.0,-21000000.0,16000000.0,-13000000.0
Change To Account Receivables,26000000.0,-122000000.0,-68000000.0,-128000000.0
Change To Netincome,-6000000.0,13000000.0,20000000.0,-1000000.0
Capital Expenditures,-401000000.0,-423000000.0,-422000000.0,-404000000.0
