,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-52539000.0,-28381000.0,-28536000.0,-19297000.0
Net Borrowings,-58425000.0,-26000.0,8054000.0,13003000.0
Total Cash From Financing Activities,-8552000.0,-49326000.0,-33882000.0,-25531000.0
Change To Operating Activities,19711000.0,22542000.0,-8989000.0,27144000.0
Issuance Of Stock,100722000.0,100722000.0,100722000.0,100722000.0
Net Income,66201000.0,67385000.0,58519000.0,53834000.0
Change In Cash,71328000.0,-46187000.0,26192000.0,17147000.0
Effect Of Exchange Rate,124000.0,1179000.0,-42000.0,-697000.0
Total Cash From Operating Activities,132295000.0,30341000.0,88652000.0,62672000.0
Depreciation,12130000.0,4812000.0,3576000.0,2996000.0
Dividends Paid,-50849000.0,-45533000.0,-40980000.0,-38378000.0
Change To Inventory,-382000.0,-49004000.0,20856000.0,-10750000.0
Change To Account Receivables,-4664000.0,-28758000.0,2657000.0,-18898000.0
Change To Netincome,25847000.0,1560000.0,2307000.0,573000.0
Capital Expenditures,-7004000.0,-5473000.0,-4295000.0,-1917000.0
Repurchase Of Stock,,-3767000.0,-956000.0,-156000.0
