,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Investments,-147600000.0,-335800000.0,-53100000.0,-290000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-470400000.0,-181100000.0,-190800000.0,-479300000.0
Net Borrowings,367200000.0,57700000.0,87200000.0,286300000.0
Total Cash From Financing Activities,-71500000.0,-358100000.0,-244600000.0,-131700000.0
Change To Operating Activities,26900000.0,-6600000.0,1500000.0,-10600000.0
Net Income,1269100000.0,1152700000.0,868100000.0,645300000.0
Change In Cash,-6400000.0,-13000000.0,6900000.0,-206300000.0
Total Cash From Operating Activities,535500000.0,526200000.0,442300000.0,404700000.0
Depreciation,2000000.0,2200000.0,2600000.0,2500000.0
Dividends Paid,-435600000.0,-413100000.0,-380000000.0,-376600000.0
Change To Inventory,-25100000.0,-16100000.0,-49600000.0,-43600000.0
Other Cashflows From Financing Activities,-3100000.0,-1500000.0,-75900000.0,-75900000.0
Change To Netincome,-743100000.0,-611100000.0,-386800000.0,-195000000.0
