,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,114466000.0,114466000.0,15300000.0,15300000.0
Total Liab,57372000.0,57372000.0,77946000.0,77946000.0
Total Stockholder Equity,1099200000.0,1099200000.0,1045927000.0,1045927000.0
Other Current Liab,31056000.0,31056000.0,20490000.0,20490000.0
Total Assets,1156572000.0,1156572000.0,1123873000.0,1123873000.0
Common Stock,603057000.0,603057000.0,525271000.0,525271000.0
Other Current Assets,2371000.0,2371000.0,2402000.0,2402000.0
Retained Earnings,79986000.0,79986000.0,517274000.0,517274000.0
Other Liab,10727000.0,10727000.0,4360000.0,4360000.0
Treasury Stock,416157000.0,416157000.0,3382000.0,3382000.0
Other Assets,22203000.0,22203000.0,15532000.0,15532000.0
Cash,338762000.0,338762000.0,437513000.0,437513000.0
Total Current Liabilities,33245000.0,33245000.0,58709000.0,58709000.0
Other Stockholder Equity,416157000.0,416157000.0,3382000.0,3382000.0
Property Plant Equipment,13104000.0,13104000.0,14251000.0,14251000.0
Total Current Assets,440269000.0,440269000.0,577118000.0,577118000.0
Long Term Investments,566530000.0,566530000.0,396420000.0,396420000.0
Net Tangible Assets,984734000.0,984734000.0,925375000.0,925375000.0
Net Receivables,97249000.0,97249000.0,136428000.0,136428000.0
Good Will,,,105252000.0,105252000.0
Accounts Payable,,,10090000.0,10090000.0
